trial	perf_run1	perf_run2	perf_run3	perf_run4	perf_mean	perf_std	stair_run1	stair_run2	stair_run3	stair_run4	stair_mean	stair_std
1	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
2	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
3	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
4	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
5	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
6	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
7	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
8	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
9	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
10	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
11	NaN	NaN	NaN	NaN	NaN	NaN	9	15	15	15	13.5	2.598076211353316
12	1.0	0.0	0.0	1.0	0.5	0.5	10	15	15	14	13.5	2.0615528128088303
13	0.5	0.0	0.0	1.0	0.375	0.414578098794425	11	15	15	14	13.75	1.6393596310755
14	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0	0.5	0.2886751345948129	12	15	15	14	14.0	1.224744871391589
15	0.25	0.5	0.5	1.0	0.5625	0.2724311839712921	13	15	15	14	14.25	0.82915619758885
16	0.2	0.4	0.4	1.0	0.5	0.3	13	15	15	15	14.5	0.8660254037844386
17	0.3333333333333333	0.5	0.3333333333333333	0.8	0.49166666666666664	0.1905766104338212	14	15	15	15	14.75	0.4330127018922193
18	0.2857142857142857	0.5714285714285714	0.42857142857142855	0.6666666666666666	0.488095238095238	0.14433756729740643	14	14	15	15	14.5	0.5
