ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	7.375	1.1875	0.8282051282051281	0.09487179487179492
ecc2	1.0	2.0	7.59375	1.03125	0.75	0.050000000000000044
ecc3	2.0	3.0	8.03125	0.78125	0.7395833333333333	0.07291666666666669
ecc4	3.0	4.0	8.4375	0.5208333333333335	0.7941176470588235	0.02941176470588236
