ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	6.875	0.0	0.84375	0.09375
ecc2	1.0	2.0	6.96875	0.28125	0.8642857142857143	0.06428571428571428
ecc3	2.0	3.0	7.0	0.0625	0.8303571428571428	0.04464285714285715
ecc4	3.0	4.0	6.770833333333333	0.0625	0.6358695652173914	0.1141304347826087
