trial	perf_run1	perf_run2	perf_run3	perf_run4	perf_mean	perf_std	stair_run1	stair_run2	stair_run3	stair_run4	stair_mean	stair_std
1	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
2	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
3	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
4	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
5	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
6	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
7	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
8	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
9	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
10	NaN	NaN	NaN	NaN	NaN	NaN	9	14	10	14	11.75	2.277608394786075
11	NaN	NaN	NaN	NaN	NaN	NaN	9	15	11	15	12.5	2.598076211353316
12	NaN	0.0	0.0	0.0	0.0	0.0	10	15	11	15	12.75	2.277608394786075
13	0.0	0.0	0.5	0.5	0.25	0.25	10	15	11	15	12.75	2.277608394786075
14	0.5	0.0	0.6666666666666666	0.3333333333333333	0.37499999999999994	0.24650332429581734	11	15	10	15	12.75	2.277608394786075
15	0.3333333333333333	0.25	0.75	0.5	0.4583333333333333	0.19094065395649334	11	15	10	15	12.75	2.277608394786075
16	0.5	0.4	0.8	0.6	0.5750000000000001	0.1479019945774904	11	14	10	15	12.5	2.0615528128088303
17	0.6	0.5	0.8333333333333334	0.5	0.6083333333333334	0.13616778865306828	10	14	9	15	12.0	2.5495097567963922
18	0.6666666666666666	0.5714285714285714	0.8571428571428571	0.5714285714285714	0.6666666666666667	0.11664236870396086	10	14	9	15	12.0	2.5495097567963922
19	0.7142857142857143	0.625	0.875	0.625	0.7098214285714286	0.10209461273240421	10	13	9	14	11.5	2.0615528128088303
20	0.75	0.6666666666666666	0.8888888888888888	0.6666666666666666	0.7430555555555555	0.09081039465709737	9	13	10	14	11.5	2.0615528128088303
21	0.7777777777777778	0.7	0.8	0.7	0.7444444444444445	0.04513354669242204	9	14	10	15	12.0	2.5495097567963922
22	0.8	0.6363636363636364	0.8181818181818182	0.6363636363636364	0.7227272727272728	0.08660254037844389	9	14	10	15	12.0	2.5495097567963922
23	0.8181818181818182	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.7462121212121212	0.07972562568124697	10	15	9	15	12.25	2.7726341266023544
24	0.75	0.6153846153846154	0.8461538461538461	0.6923076923076923	0.7259615384615385	0.08423757436507322	10	15	9	14	12.0	2.5495097567963922
25	0.7692307692307693	0.6428571428571429	0.8571428571428571	0.7142857142857143	0.7458791208791209	0.07832079829751883	10	15	9	14	12.0	2.5495097567963922
26	0.7857142857142857	0.6666666666666666	0.8666666666666667	0.7333333333333333	0.763095238095238	0.07318282328239852	9	14	8	14	11.25	2.7726341266023544
27	0.8	0.6875	0.875	0.75	0.778125	0.06867894054948723	9	14	8	13	11.0	2.5495097567963922
28	0.8125	0.7058823529411765	0.8823529411764706	0.7647058823529411	0.7913602941176471	0.06469830963374286	9	14	9	14	11.5	2.5
29	0.8235294117647058	0.7222222222222222	0.8333333333333334	0.7222222222222222	0.7753267973856209	0.053217577106164246	8	13	9	14	11.0	2.5495097567963922
30	0.8333333333333334	0.7368421052631579	0.8421052631578947	0.7368421052631579	0.787280701754386	0.05053385360439876	8	13	9	14	11.0	2.5495097567963922
31	0.8421052631578947	0.75	0.85	0.75	0.7980263157894737	0.0481073577224525	8	14	10	13	11.25	2.384848003542364
32	0.85	0.7142857142857143	0.8095238095238095	0.7619047619047619	0.7839285714285714	0.050881542880456085	8	14	10	13	11.25	2.384848003542364
33	0.8095238095238095	0.7272727272727273	0.8181818181818182	0.7727272727272727	0.7819264069264069	0.035873807454474514	9	14	10	13	11.5	2.0615528128088303
34	0.8181818181818182	0.7391304347826086	0.8260869565217391	0.782608695652174	0.791501976284585	0.03438678387609749	10	13	9	12	11.0	1.5811388300841898
