ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	12.09375	0.09375	0.65625	0.09375
ecc2	1.0	2.0	11.90625	0.28125	0.6875	0.0
ecc3	2.0	3.0	11.9375	0.375	0.875	0.0
ecc4	3.0	4.0	12.0625	0.4791666666666661	0.875	0.08333333333333337
