	roi	ecc_bin_num	ab_r2_mean	ab_r2_sem	af_r2_mean	af_r2_sem	ab_af_diff	p_val_unilateral	p_text_unilateral	p_val_bilateral	p_text_bilateral
0	V1	0	0.2383069605533904	0.025642627697269618	0.17464083541107883	0.029681968030720048	0.06366612514231157	0.0078125	p < 0.01	0.015625	p < 0.05
0	V1	1	0.2615992056988496	0.023501153335366787	0.203109705379345	0.024247362649763227	0.05848950031950459	0.0	p < 0.0001	0.0	p < 0.0001
0	V1	2	0.25465169091900425	0.026672132192648832	0.20366891376726814	0.027642238808313575	0.0509827771517361	0.0	p < 0.0001	0.0	p < 0.0001
0	V1	3	0.22380897373929087	0.024698258896336877	0.1870260385352046	0.023499406694050647	0.036782935204086264	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	4	0.17480068392016723	0.01838659575564728	0.15068624509994583	0.019623691984252102	0.024114438820221407	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	5	0.12623568486782177	0.013745935161377638	0.11244669692484732	0.01314153768891164	0.013788987942974451	0.0078125	p < 0.01	0.015625	p < 0.05
0	V1	6	0.08904136224957923	0.0070854845160625325	0.07446622810119485	0.006166111071363215	0.014575134148384378	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	7	0.058051602740472975	0.009335027655521336	0.05356106307727367	0.006736040510028675	0.004490539663199303	0.1328125	p = 0.13	0.265625	p = 0.27
0	V1	8	0.04774037431397754	0.005090632336754045	0.042007347861265955	0.00417349231037011	0.005733026452711586	0.0703125	p = 0.07	0.140625	p = 0.14
0	V1	9	0.06861437209928714	0.00801815139659461	0.05916115558206487	0.005080745543701641	0.009453216517222272	0.06640625	p = 0.07	0.1328125	p = 0.13
0	V2	0	0.1988878739894807	0.0227733714977564	0.13892707679005045	0.02390947916185174	0.05996079719943026	0.0078125	p < 0.01	0.015625	p < 0.05
0	V2	1	0.2068084670962216	0.019973134917710984	0.11844635920457297	0.016632415282983093	0.08836210789164864	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	2	0.1695509689717755	0.01591569312596833	0.10210647109716361	0.01540266617872374	0.06744449787461188	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	3	0.16554140532397904	0.019865712364549322	0.10305781713891404	0.012278199189844498	0.062483588185065	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	4	0.14776334143570663	0.017458568300227437	0.0960849527233772	0.011137307832944292	0.05167838871232942	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	5	0.10848854152982368	0.01187320496861345	0.07771214567269907	0.008858368686673463	0.030776395857124605	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	6	0.0773041873677399	0.010511014131477191	0.05635875146789865	0.0069845148221542	0.020945435899841255	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	7	0.052846137034720284	0.006745077104191645	0.04204779950175524	0.0037443162827261777	0.010798337532965045	0.015625	p < 0.05	0.03125	p < 0.05
0	V2	8	0.049495917830570293	0.006497759944580236	0.03821684928250593	0.003768551476144592	0.011279068548064361	0.01953125	p < 0.05	0.0390625	p < 0.05
0	V2	9	0.07851630473436409	0.013249043545908733	0.05291986536275263	0.005490202796293152	0.025596439371611462	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	0	0.1689484680586581	0.016792169504340804	0.1238455578508027	0.0246025297241354	0.045102910207855396	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	1	0.2028953671653103	0.02171519319630819	0.11711846678951275	0.02156933591727892	0.08577690037579754	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	2	0.18051113349820247	0.018805762779859368	0.10014915346673507	0.0170883777113673	0.0803619800314674	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	3	0.16729056886806257	0.02001613094015658	0.09257725994804533	0.011240609614076651	0.07471330892001724	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	4	0.15808463817326365	0.02013924326865091	0.08756573193106428	0.010713667914108837	0.07051890624219938	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	5	0.11770982223337009	0.013455626533632782	0.0696705292342004	0.00652769012631946	0.04803929299916969	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	6	0.0852138291963773	0.00976379582477559	0.05199048746989839	0.004992746267776717	0.0332233417264789	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	7	0.056204929381168514	0.006401836221360393	0.039015186609927824	0.004280103551851681	0.01718974277124069	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	8	0.04491599336914785	0.006255942446904028	0.031064529901373983	0.0027835022685945236	0.01385146346777387	0.01171875	p < 0.05	0.0234375	p < 0.05
0	V3	9	0.0731091488970354	0.009052787741140265	0.04435900448793527	0.004068619284218597	0.028750144409100134	0.0	p < 0.0001	0.0	p < 0.0001
0	V3AB	0	0.18417466881856265	0.02470772614516658	0.15095906159951905	0.026944975437481505	0.0332156072190436	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3AB	1	0.2071497050985053	0.018684566430208188	0.15046925382237245	0.02327686473015149	0.05668045127613286	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	2	0.19726305937752844	0.015953211655659598	0.13230716804575401	0.019408962725058893	0.06495589133177443	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	3	0.18163724399890058	0.022994202192623433	0.09848179805147726	0.012487739186449714	0.08315544594742331	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	4	0.1596538455168981	0.015771277929664766	0.08297983769455775	0.010828079719535205	0.07667400782234035	0.0	p < 0.0001	0.0	p < 0.0001
0	V3AB	5	0.13223939256034467	0.015498352292388698	0.06757867628225891	0.009741656856660579	0.06466071627808576	0.0	p < 0.0001	0.0	p < 0.0001
0	V3AB	6	0.09876181242847538	0.013701351182609758	0.053345093743435185	0.008240823407290073	0.0454167186850402	0.00390625	p < 0.01	0.0078125	p < 0.01
