ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_sem	ecc_perf_mean	ecc_perf_sem
ecc1	0.0	1.0	8.0625	1.118103309144837	0.8092694342694343	0.05089338284972753
ecc2	1.0	2.0	8.118055555555555	1.0865305638709615	0.7386955636955638	0.041540685006798424
ecc3	2.0	3.0	8.059027777777779	1.0517583250417049	0.7819240944240945	0.03498186099653027
ecc4	3.0	4.0	8.24074074074074	1.0465567171343892	0.72905020016004	0.03209849286386409
