ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_sem	ecc_perf_mean	ecc_perf_sem
ecc1	0.0	1.0	7.607638888888889	1.1803002174849675	0.830746336996337	0.021420955511902495
ecc2	1.0	2.0	7.659722222222222	1.1226337057962275	0.8047619047619049	0.01912606966604264
ecc3	2.0	3.0	7.881944444444445	1.1458844384947724	0.7469125781625782	0.023811654661695023
ecc4	3.0	4.0	8.04861111111111	1.1660878193640198	0.7208001347774534	0.02112474331344827
