ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	7.25	0.0625	0.9666666666666667	0.033333333333333326
ecc2	1.0	2.0	7.375	0.0	0.7238095238095238	0.00952380952380949
ecc3	2.0	3.0	7.21875	0.21875	0.7980769230769231	0.04807692307692307
ecc4	3.0	4.0	7.291666666666667	0.0	0.7299771167048055	0.1647597254004577
