trial	perf_run1	perf_run2	perf_mean	perf_std	stair_run1	stair_run2	stair_mean	stair_std
1	NaN	NaN	NaN	NaN	7	7	7.0	0.0
2	NaN	NaN	NaN	NaN	7	7	7.0	0.0
3	NaN	NaN	NaN	NaN	7	7	7.0	0.0
4	NaN	NaN	NaN	NaN	7	7	7.0	0.0
5	NaN	NaN	NaN	NaN	7	7	7.0	0.0
6	NaN	NaN	NaN	NaN	7	7	7.0	0.0
7	NaN	NaN	NaN	NaN	7	7	7.0	0.0
8	NaN	NaN	NaN	NaN	7	7	7.0	0.0
9	NaN	NaN	NaN	NaN	7	7	7.0	0.0
10	NaN	NaN	NaN	NaN	7	7	7.0	0.0
11	NaN	NaN	NaN	NaN	7	7	7.0	0.0
12	NaN	NaN	NaN	NaN	7	7	7.0	0.0
13	1.0	1.0	1.0	0.0	7	7	7.0	0.0
14	1.0	1.0	1.0	0.0	6	6	6.0	0.0
15	1.0	1.0	1.0	0.0	6	6	6.0	0.0
16	1.0	1.0	1.0	0.0	6	6	6.0	0.0
17	1.0	1.0	1.0	0.0	5	7	6.0	1.0
18	1.0	0.8333333333333334	0.9166666666666667	0.08333333333333331	6	7	6.5	0.5
19	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.0	6	8	7.0	1.0
20	0.875	0.75	0.8125	0.0625	6	8	7.0	1.0
21	0.8888888888888888	0.7777777777777778	0.8333333333333333	0.055555555555555525	5	8	6.5	1.5
22	0.9	0.8	0.8500000000000001	0.04999999999999999	5	7	6.0	1.0
23	0.9090909090909091	0.8181818181818182	0.8636363636363636	0.045454545454545414	6	7	6.5	0.5
24	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.0	7	7	7.0	0.0
25	0.7692307692307693	0.8461538461538461	0.8076923076923077	0.038461538461538436	7	6	6.5	0.5
26	0.7857142857142857	0.8571428571428571	0.8214285714285714	0.0357142857142857	8	6	7.0	1.0
27	0.7333333333333333	0.8666666666666667	0.8	0.06666666666666671	8	7	7.5	0.5
28	0.75	0.8125	0.78125	0.03125	8	7	7.5	0.5
29	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
30	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
31	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
32	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
33	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
34	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
35	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
36	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
37	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
38	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
39	0.7647058823529411	0.8235294117647058	0.7941176470588235	0.02941176470588236	8	7	7.5	0.5
40	0.7647058823529411	0.8333333333333334	0.7990196078431373	0.03431372549019612	7	6	6.5	0.5
41	0.7777777777777778	0.8421052631578947	0.8099415204678362	0.03216374269005845	7	6	6.5	0.5
42	0.7777777777777778	0.8421052631578947	0.8099415204678362	0.03216374269005845	7	6	6.5	0.5
43	0.7894736842105263	0.85	0.8197368421052631	0.030263157894736825	7	6	6.5	0.5
44	0.8	0.8571428571428571	0.8285714285714285	0.028571428571428525	6	7	6.5	0.5
45	0.8095238095238095	0.8181818181818182	0.8138528138528138	0.004329004329004349	6	8	7.0	1.0
46	0.8181818181818182	0.782608695652174	0.8003952569169961	0.017786561264822143	6	8	7.0	1.0
47	0.8181818181818182	0.7916666666666666	0.8049242424242424	0.013257575757575801	6	9	7.5	1.5
48	0.8260869565217391	0.76	0.7930434782608695	0.03304347826086956	6	10	8.0	2.0
49	0.8333333333333334	0.7307692307692307	0.782051282051282	0.05128205128205132	5	10	7.5	2.5
50	0.84	0.7407407407407407	0.7903703703703704	0.049629629629629635	5	10	7.5	2.5
51	0.84	0.75	0.7949999999999999	0.04499999999999999	5	9	7.0	2.0
52	0.8461538461538461	0.7586206896551724	0.8023872679045092	0.043766578249336885	6	9	7.5	1.5
53	0.8148148148148148	0.7666666666666667	0.7907407407407407	0.024074074074074026	6	9	7.5	1.5
54	0.8214285714285714	0.7741935483870968	0.7978110599078341	0.023617511520737322	6	8	7.0	1.0
55	0.8275862068965517	0.78125	0.8044181034482758	0.02316810344827586	5	8	6.5	1.5
56	0.8333333333333334	0.78125	0.8072916666666667	0.026041666666666685	6	8	7.0	1.0
57	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
58	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
59	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
60	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
61	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
62	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
63	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
64	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
65	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
66	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
67	0.8064516129032258	0.78125	0.7938508064516129	0.012600806451612878	6	8	7.0	1.0
68	0.8064516129032258	0.7878787878787878	0.7971652003910068	0.009286412512218956	6	8	7.0	1.0
69	0.8125	0.7941176470588235	0.8033088235294117	0.009191176470588258	6	7	6.5	0.5
70	0.8125	0.8	0.80625	0.006249999999999978	6	7	6.5	0.5
71	0.8125	0.8055555555555556	0.8090277777777778	0.00347222222222221	6	7	6.5	0.5
72	0.8125	0.8108108108108109	0.8116554054054055	0.0008445945945945721	6	7	6.5	0.5
73	0.8125	0.8108108108108109	0.8116554054054055	0.0008445945945945721	6	6	6.0	0.0
74	0.8181818181818182	0.8157894736842105	0.8169856459330144	0.0011961722488038617	5	6	5.5	0.5
75	0.8235294117647058	0.8205128205128205	0.8220211161387632	0.0015082956259426794	5	7	6.0	1.0
76	0.8235294117647058	0.8	0.8117647058823529	0.0117647058823529	5	7	6.0	1.0
77	0.8	0.8048780487804879	0.802439024390244	0.0024390243902439046	6	7	6.5	0.5
78	0.8055555555555556	0.8095238095238095	0.8075396825396826	0.001984126984126977	6	6	6.0	0.0
79	0.8055555555555556	0.813953488372093	0.8097545219638242	0.004198966408268723	6	6	6.0	0.0
80	0.8108108108108109	0.8181818181818182	0.8144963144963145	0.0036855036855036882	5	6	5.5	0.5
81	0.8157894736842105	0.8222222222222222	0.8190058479532163	0.0032163742690058394	6	6	6.0	0.0
82	0.7948717948717948	0.8260869565217391	0.810479375696767	0.015607580824972156	6	5	5.5	0.5
