	subject	roi	ab_ground_truth_cor	af_ground_truth_cor
0	sub-001	V1	0.8315040024705723	0.6126984346522368
1	sub-001	V2	0.665162051993906	0.6561496367101837
2	sub-001	V3	0.7992557987676644	0.7069843295592975
3	sub-001	V3AB	0.7742576999533194	0.7485956017869774
4	sub-001	hMT+	0.8888647918347488	0.759523688829615
5	sub-001	LO	0.8210537106226986	0.7681245474518251
6	sub-001	VO	0.7868013734151168	0.656082240083205
7	sub-001	iIPS	0.787008557206461	0.3263940609852855
8	sub-001	sIPS	0.6835428795279542	0.06896346724237883
9	sub-001	iPCS	0.23682766353539195	0.013525010275351362
10	sub-001	sPCS	0.7615416647405815	0.5015413030440922
11	sub-001	mPCS	0.6019013471886093	0.07641326725825671
12	sub-002	V1	0.5306458122215454	0.5429439432824373
13	sub-002	V2	0.6703908842784835	0.6187046258534791
14	sub-002	V3	0.6574921386922633	0.6313932202104887
15	sub-002	V3AB	0.6545453307738575	0.6505674701627647
16	sub-002	hMT+	0.5239843586118085	0.4283876716090748
17	sub-002	LO	0.5719323644995197	0.5516679026074067
18	sub-002	VO	0.5580071674383223	0.35031835841381165
19	sub-002	iIPS	0.40492352868127374	0.39665183583501656
20	sub-002	sIPS	0.26836818118239	0.05531312708254509
21	sub-002	iPCS	0.1124325809316206	0.25568439888306166
22	sub-002	sPCS	0.44097147454308677	0.2504298022915311
23	sub-002	mPCS	0.43612813274658996	0.14538304061965449
24	sub-003	V1	0.764285778796877	0.4469897757864641
25	sub-003	V2	0.8294545515119336	0.7799426478027036
26	sub-003	V3	0.8574090559498608	0.4869398046628605
27	sub-003	V3AB	0.8290600089027489	0.6362878922386616
28	sub-003	hMT+	0.8183554128352117	0.6451528556661755
29	sub-003	LO	0.7733636881791858	0.4846865662625559
30	sub-003	VO	0.6591953021330034	0.6203600451331583
31	sub-003	iIPS	0.6598012025205521	0.45232639644941447
32	sub-003	sIPS	0.17095891566569854	-0.036426672355648164
33	sub-003	iPCS	-0.09568804470037845	-0.10152111694850345
34	sub-003	sPCS	0.7403082435621231	0.4464962394550009
35	sub-003	mPCS	0.4958679009094227	0.2609490264804566
36	sub-004	V1	0.783724474021419	0.4321222678124468
37	sub-004	V2	0.6711809674208095	0.6573985616781693
38	sub-004	V3	0.7514129285102397	0.5962170689308777
39	sub-004	V3AB	0.7582252736998054	0.4737564165613162
40	sub-004	hMT+	0.7429414734545811	0.6394868164824471
41	sub-004	LO	0.845642163493512	0.7006818071824218
42	sub-004	VO	0.711299013404608	0.670067963359449
43	sub-004	iIPS	0.7505012195847699	0.6464191810544132
44	sub-004	sIPS	0.38097329625896875	-0.011223141137509893
45	sub-004	iPCS	0.2795971304069107	0.18880713346896516
46	sub-004	sPCS	0.5012221321581561	0.2605666388583712
47	sub-004	mPCS	0.51368838411374	0.15909226878882124
48	sub-005	V1	0.583222818829555	0.4909405985728224
49	sub-005	V2	0.7661664420714113	0.7147629072261373
50	sub-005	V3	0.7633084746708976	0.7142393151421151
51	sub-005	V3AB	0.7193975900390034	0.7343058613764867
52	sub-005	hMT+	0.5098764510765247	0.5841381585803365
53	sub-005	LO	0.770053750653877	0.6848981468913683
54	sub-005	VO	0.583815165825745	0.6072961715207641
55	sub-005	iIPS	0.2398198724840813	0.05052051969486626
56	sub-005	sIPS	0.1976122696162159	0.1120929027280806
57	sub-005	iPCS	0.015752364804485088	0.09735884999926554
58	sub-005	sPCS	0.566287004823736	0.19450581104243417
59	sub-005	mPCS	0.3578452319265962	0.15923455888877436
60	sub-006	V1	0.8246085127050868	0.5600877107901504
61	sub-006	V2	0.7598576109786318	0.6448594673344649
62	sub-006	V3	0.8114670549675441	0.7111057135464506
63	sub-006	V3AB	0.8406619137838761	0.6794442392849166
64	sub-006	hMT+	0.817189908675727	0.6439712361609146
65	sub-006	LO	0.6579590373470817	0.5792001485976602
66	sub-006	VO	0.16232280795129908	0.17390739965362959
67	sub-006	iIPS	0.711262368097838	0.48507963639399004
68	sub-006	sIPS	0.23478228141283689	0.02421979692672564
69	sub-006	iPCS	-0.0007397997939134482	0.0029862466957803666
70	sub-006	sPCS	0.6031356815549059	0.16757765231626398
71	sub-006	mPCS	0.22530387687502382	0.07372441877954548
72	sub-007	V1	0.6985598315519956	0.6496071215675832
73	sub-007	V2	0.5478599759281347	0.4830356688484298
74	sub-007	V3	0.46378463981934726	0.6238855947733827
75	sub-007	V3AB	0.682430345452079	0.6326685771906662
76	sub-007	hMT+	0.5625602972625255	0.5822146452079
77	sub-007	LO	0.5536186519192329	0.5591059920260756
78	sub-007	VO	0.6232368378854456	0.5870725586365519
79	sub-007	iIPS	0.432463492209277	0.46252445439953077
80	sub-007	sIPS	0.22789664730855164	0.08578197482691406
81	sub-007	iPCS	0.12899411918313777	-0.12247083495889326
82	sub-007	sPCS	0.2026633667839706	0.2748649119200336
83	sub-007	mPCS	0.19745645202985493	0.0533162761342505
84	sub-008	V1	0.7928757169193291	0.5795149276889388
85	sub-008	V2	0.6977270300914956	0.7283265743130666
86	sub-008	V3	0.8596713630927417	0.5813685573952521
87	sub-008	V3AB	0.8716249924136475	0.8223939985053937
88	sub-008	hMT+	0.6967181707559461	0.6987726317933868
89	sub-008	LO	0.7319200744331238	0.735642288534239
90	sub-008	VO	0.6486610767474785	0.6154476612150622
91	sub-008	iIPS	0.7683973709689553	0.672735018864869
92	sub-008	sIPS	0.6190289134052555	-0.1379726620565315
93	sub-008	iPCS	0.37296986620998046	0.22114871836740244
94	sub-008	sPCS	0.6300187344681842	0.46567739050040385
95	sub-008	mPCS	0.48568653530293043	0.41308739731195804
