	roi	gaze_task	ab_decoded_std_mean	ab_decoded_std_sem	af_decoded_std_mean	af_decoded_std_sem	ab_af_diff	ab_af_p_val_unilateral	ab_af_p_text_unilateral	ab_af_p_val_bilateral	ab_af_p_text_bilateral
0	V1	GazeCenter	2.7130953471057015	0.3410525890872121	2.908740610348265	0.27617656483083525	-0.1956452632425636	0.15234375	p = 0.15	0.3046875	p = 0.30
0	V2	GazeCenter	2.2867576614336773	0.22531960115823246	2.8517288424145226	0.21538067322142418	-0.5649711809808453	0.01171875	p < 0.05	0.0234375	p < 0.05
0	V3	GazeCenter	2.6023285971627557	0.3088158387582208	3.0873996340236314	0.11963334315127433	-0.4850710368608757	0.0625	p = 0.06	0.125	p = 0.12
0	V3AB	GazeCenter	3.659512488538157	0.3462134140183331	4.721892964461428	0.08671118405325089	-1.0623804759232707	0.01171875	p < 0.05	0.0234375	p < 0.05
0	hMT+	GazeCenter	5.058725786192486	0.1670002689643866	5.263717108081696	0.11443676134025801	-0.2049913218892101	0.0078125	p < 0.01	0.015625	p < 0.05
0	LO	GazeCenter	4.4687740822535025	0.20091672364894997	5.054937053082689	0.1293095900943203	-0.5861629708291867	0.01171875	p < 0.05	0.0234375	p < 0.05
0	VO	GazeCenter	4.054838863887953	0.2484594004502242	4.600180660670393	0.21209279019187724	-0.5453417967824397	0.01171875	p < 0.05	0.0234375	p < 0.05
0	iIPS	GazeCenter	4.930847087350936	0.13473050270341982	5.288839816632076	0.03481424421222945	-0.3579927292811398	0.015625	p < 0.05	0.03125	p < 0.05
0	sIPS	GazeCenter	5.234996200366456	0.09037103899526072	5.380516263721525	0.036270320416824216	-0.14552006335506906	0.03125	p < 0.05	0.0625	p = 0.06
0	iPCS	GazeCenter	5.265163034833707	0.08987857966214106	5.339303974470401	0.06234310321516982	-0.07414093963669455	0.06640625	p = 0.07	0.1328125	p = 0.13
0	sPCS	GazeCenter	5.298948402820018	0.0313700183991179	5.372726143456421	0.049465459913163805	-0.07377774063640263	0.0625	p = 0.06	0.125	p = 0.12
0	mPCS	GazeCenter	5.348062695271806	0.05145866902572921	5.233614322905591	0.11000059074369041	0.11444837236621463	0.0078125	p < 0.01	0.015625	p < 0.05
0	V1	GazeLeft	2.726400408685089	0.3255374150947129	2.949524129170039	0.2766294574125057	-0.2231237204849501	0.140625	p = 0.14	0.28125	p = 0.28
0	V2	GazeLeft	2.4062327466738243	0.2319036689201075	2.679170243985488	0.20886292124000652	-0.2729374973116636	0.14453125	p = 0.14	0.2890625	p = 0.29
0	V3	GazeLeft	2.588547621363724	0.28567204773884614	3.0625990149779962	0.13835149246927675	-0.47405139361427207	0.05859375	p = 0.06	0.1171875	p = 0.12
0	V3AB	GazeLeft	3.60901399302337	0.3699536503488924	4.657331411515451	0.10379601537403249	-1.0483174184920814	0.01171875	p < 0.05	0.0234375	p < 0.05
0	hMT+	GazeLeft	5.07546614575149	0.1779299419856133	5.260126569080123	0.11419949110285808	-0.18466042332863353	0.01953125	p < 0.05	0.0390625	p < 0.05
0	LO	GazeLeft	4.466687568770271	0.21422045602713644	4.978624640449593	0.14297939012843525	-0.5119370716793217	0.0078125	p < 0.01	0.015625	p < 0.05
0	VO	GazeLeft	4.050194254017352	0.25222775351198634	4.571404168203433	0.1944552268798407	-0.5212099141860804	0.015625	p < 0.05	0.03125	p < 0.05
0	iIPS	GazeLeft	4.974227249358211	0.12691650739735685	5.188018397125557	0.07050632744357455	-0.21379114776734554	0.09375	p = 0.09	0.1875	p = 0.19
0	sIPS	GazeLeft	5.207096162739148	0.09634262361987898	5.337388228942679	0.04208878465479889	-0.1302920662035305	0.109375	p = 0.11	0.21875	p = 0.22
0	iPCS	GazeLeft	5.260430637144564	0.08983910825494339	5.307053872650214	0.07959108263739922	-0.04662323550564995	0.1953125	p = 0.20	0.390625	p = 0.39
0	sPCS	GazeLeft	5.267199487725572	0.05711315967187996	5.338680912612612	0.04538796962950391	-0.07148142488704057	0.05078125	p = 0.05	0.1015625	p = 0.10
0	mPCS	GazeLeft	5.337209452656584	0.05982978831334668	5.2430428359204955	0.09906335201297588	0.0941666167360884	0.01171875	p < 0.05	0.0234375	p < 0.05
0	V1	GazeRight	2.7826500494284803	0.322030914102919	2.8792381481048253	0.21660051975841754	-0.09658809867634499	0.3125	p = 0.31	0.625	p = 0.62
0	V2	GazeRight	2.2553345763489596	0.20419718610272072	2.732629015581118	0.12395979701063074	-0.4772944392321583	0.05078125	p = 0.05	0.1015625	p = 0.10
0	V3	GazeRight	2.621640043116638	0.26627834483072216	3.0476148126850373	0.1562664979051665	-0.4259747695683993	0.10546875	p = 0.11	0.2109375	p = 0.21
0	V3AB	GazeRight	3.639660905034517	0.35521035029534836	4.662890174174592	0.09785411892679606	-1.0232292691400753	0.00390625	p < 0.01	0.0078125	p < 0.01
