ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	2.25	14.4296875	0.2065516260375357	0.759988425925926	0.0762329242205158
ecc2	2.25	4.5	14.4296875	0.16737722879397304	0.5218010752688172	0.037760570025224725
ecc3	4.5	6.75	14.5875	0.18833148966649207	0.4420751633986928	0.05542919838475773
ecc4	6.75	9.0	14.578125	0.4493376201421377	0.39226190476190476	0.12559805909718347
