subject	roi	r2	ecc	sd	x	y	amplitude	baseline	rank_fs_r2
sub-006	V1	0.3338587284088135	3.0168211460113525	1.5738873481750488	1.5085026025772095	-2.6125905513763428	3.5371605918044224e-05	-0.16031970083713531	243.0
sub-006	V1	0.6628801822662354	2.066025495529175	1.2509456872940063	1.2355287075042725	-1.6558774709701538	0.00010369913798058406	-0.3411064147949219	15.0
sub-006	V1	0.3441706895828247	2.548621892929077	1.2494637966156006	1.1704797744750977	-2.2639458179473877	4.380169775686227e-05	-0.13287585973739624	230.0
sub-006	V1	0.5754375457763672	1.9280706644058228	1.4051318168640137	1.1639961004257202	-1.5370652675628662	6.804685108363628e-05	-0.2891758680343628	53.0
sub-006	V1	0.5226593017578125	1.2152063846588135	1.247412085533142	1.0046838521957397	-0.6836204528808594	7.206730515463278e-05	-0.2809596061706543	81.0
sub-006	V1	0.5297186374664307	1.37911856174469	1.2413865327835083	1.0268162488937378	-0.9206607937812805	7.831038965377957e-05	-0.2919081449508667	75.0
sub-006	V1	0.6596062183380127	2.4800851345062256	1.2436091899871826	1.3478903770446777	-2.081829309463501	0.0001022698197630234	-0.31147268414497375	16.0
sub-006	V1	0.4265693426132202	3.263138771057129	1.5730007886886597	1.5549670457839966	-2.8688242435455322	4.3089188693556935e-05	-0.18788288533687592	142.0
sub-006	V1	0.7096686363220215	2.0541269779205322	1.2403714656829834	1.2356295585632324	-1.6409317255020142	0.00010672686767065898	-0.34571516513824463	6.0
sub-006	V1	0.5634419918060303	2.1246259212493896	1.2474720478057861	1.1289024353027344	-1.7998930215835571	7.728469790890813e-05	-0.24960610270500183	59.0
sub-006	V1	0.6025705337524414	1.3368282318115234	1.244788408279419	1.1041560173034668	-0.7536240220069885	8.51551812957041e-05	-0.32264959812164307	41.0
sub-006	V1	0.617741584777832	1.335999608039856	1.2462517023086548	1.0636146068572998	-0.8084670901298523	8.962189895100892e-05	-0.34001395106315613	32.0
sub-006	V1	0.5173798203468323	1.8614449501037598	1.2440598011016846	1.0752620697021484	-1.519469976425171	6.790197949158028e-05	-0.22905074059963226	86.0
sub-006	V1	0.3748334050178528	2.0694971084594727	1.2397518157958984	0.7993556261062622	-1.9088869094848633	5.250089452601969e-05	-0.16806745529174805	188.0
sub-006	V1	0.37769055366516113	1.9132652282714844	1.937213659286499	1.7237924337387085	-0.8301345705986023	2.6277024517185055e-05	-0.2056913524866104	185.0
sub-006	V1	0.5534980893135071	14.452834129333496	3.505291223526001	14.082515716552734	-3.2507174015045166	0.00024355881032533944	-0.28080639243125916	63.0
sub-006	V1	0.5205754041671753	12.37138557434082	2.5533809661865234	12.139726638793945	-2.3829030990600586	0.00027133087860420346	-0.30539822578430176	83.0
sub-006	V1	0.39372384548187256	5.002751350402832	1.4079153537750244	1.667731761932373	-4.716586589813232	7.565461419289932e-05	-0.16376890242099762	172.0
sub-006	V1	0.6046690940856934	3.2102885246276855	1.2488322257995605	2.057213068008423	-2.4645135402679443	7.500230276491493e-05	-0.21639715135097504	40.0
sub-006	V1	0.5880523920059204	2.5438265800476074	1.7479561567306519	1.629980206489563	-1.9530024528503418	4.6610311983386055e-05	-0.27863046526908875	47.0
sub-006	V1	0.6159534454345703	1.408416748046875	1.247149109840393	1.3480762243270874	-0.4078335762023926	9.496777784079313e-05	-0.35769563913345337	35.0
sub-006	V1	0.7181380987167358	1.3966554403305054	1.2464884519577026	1.2819325923919678	-0.5543423295021057	0.00010609538003336638	-0.3994264304637909	3.0
sub-006	V1	0.4131414294242859	2.3203752040863037	1.4071049690246582	1.7045261859893799	-1.5743987560272217	4.748347419081256e-05	-0.19239288568496704	150.0
sub-006	V1	0.3470885157585144	2.5574374198913574	2.549835205078125	2.555056095123291	-0.11033958196640015	1.830870496632997e-05	-0.22646276652812958	223.0
sub-006	V1	0.4048154950141907	1.5448203086853027	1.5737022161483765	1.5395140647888184	-0.12793128192424774	3.620181087171659e-05	-0.20308879017829895	163.0
sub-006	V1	0.3364701271057129	3.8212547302246094	2.549240827560425	3.753054141998291	-0.7187305688858032	1.4723606000188738e-05	-0.17102880775928497	241.0
sub-006	V1	0.3726806044578552	8.280631065368652	3.0042316913604736	7.876573085784912	-2.555083751678467	2.50606972258538e-05	-0.21443316340446472	191.0
sub-006	V1	0.5268176794052124	8.696990013122559	2.548110008239746	8.530826568603516	-1.6919329166412354	5.6431836128467694e-05	-0.3506588339805603	78.0
sub-006	V1	0.6328333616256714	12.372881889343262	3.49611759185791	12.2184476852417	-1.9487833976745605	0.00012576457811519504	-0.4028274714946747	25.0
sub-006	V1	0.559471070766449	11.394103050231934	3.0012803077697754	11.26691722869873	-1.6976947784423828	0.00010704445594456047	-0.3445865213871002	61.0
sub-006	V1	0.37685108184814453	9.551033973693848	2.3371410369873047	9.501317024230957	-0.97325599193573	5.260951729724184e-05	-0.21103127300739288	187.0
sub-006	V1	0.3422882556915283	10.438973426818848	1.259399652481079	8.653741836547852	5.838228702545166	0.0003021724696736783	-0.1565006524324417	233.0
sub-006	V1	0.33469969034194946	7.865559101104736	1.585979700088501	1.8276190757751465	-7.650282859802246	0.0004898404004052281	-0.11409866809844971	242.0
sub-006	V1	0.7155818939208984	1.8971600532531738	1.4072685241699219	1.6287031173706055	-0.9729041457176208	8.930324111133814e-05	-0.3860926628112793	5.0
sub-006	V1	0.33886033296585083	2.810554027557373	1.4061884880065918	1.945454478263855	-2.0284035205841064	3.763939457712695e-05	-0.14360009133815765	235.0
sub-006	V1	0.4884491562843323	2.1432504653930664	1.7499903440475464	2.0221173763275146	-0.710326611995697	3.274047776358202e-05	-0.20954890549182892	97.0
sub-006	V1	0.5148319005966187	2.1171317100524902	1.7512907981872559	2.0357093811035156	-0.5814928412437439	4.225187512929551e-05	-0.2717384397983551	88.0
sub-006	V1	0.3446260094642639	3.817716360092163	2.1312050819396973	3.72344708442688	0.8431485891342163	1.783137304300908e-05	-0.1506335586309433	229.0
sub-006	V1	0.4758645296096802	6.033194065093994	1.934002161026001	5.862130165100098	-1.4264863729476929	3.5213386581745e-05	-0.22279426455497742	101.0
sub-006	V1	0.37242835760116577	4.4277663230896	1.9365592002868652	4.338919639587402	-0.8825493454933167	2.9666689442819916e-05	-0.20294372737407684	192.0
sub-006	V1	0.5959902405738831	5.669414043426514	2.3330416679382324	5.639089584350586	-0.5855968594551086	4.276684558135457e-05	-0.38633736968040466	43.0
sub-006	V1	0.33784329891204834	11.403059005737305	1.5671535730361938	7.706557273864746	-8.404684066772461	0.0020936450455337763	-0.1230582669377327	236.0
sub-006	V1	0.5681909322738647	4.977090358734131	2.1294426918029785	4.968908309936523	-0.28527310490608215	4.6036449930397794e-05	-0.3709339499473572	54.0
sub-006	V1	0.6337926387786865	7.0861124992370605	2.7765469551086426	7.079522609710693	-0.3055252730846405	4.432195783010684e-05	-0.44657379388809204	24.0
sub-006	V1	0.6428205370903015	8.690779685974121	3.7629477977752686	8.637934684753418	0.9569409489631653	4.1012881411006674e-05	-0.47387829422950745	21.0
sub-006	V1	0.40582478046417236	7.09614896774292	2.549661159515381	5.986528396606445	3.8100931644439697	3.16758087137714e-05	-0.23561057448387146	161.0
sub-006	V1	0.6174377202987671	8.275040626525879	2.7761361598968506	8.25822639465332	-0.5272505283355713	5.0359660235699266e-05	-0.40388819575309753	33.0
sub-006	V1	0.6694250106811523	9.116250991821289	3.249089241027832	9.11593246459961	0.07622504979372025	5.567941116169095e-05	-0.4682830572128296	12.0
sub-006	V1	0.4289356470108032	7.478410720825195	2.550157308578491	7.134110450744629	2.2430102825164795	3.0068826163187623e-05	-0.24236497282981873	138.0
sub-006	V1	0.41393089294433594	7.477141380310059	2.3390767574310303	6.315253257751465	4.003150939941406	4.1457726183580235e-05	-0.25240248441696167	148.0
