	roi	ecc_bin_num	ab_r2_mean	ab_r2_sem	af_r2_mean	af_r2_sem	ab_af_diff	p_val_unilateral	p_text_unilateral	p_val_bilateral	p_text_bilateral
0	V1	0	0.45753199885665796	0.043322064815362896	0.3717125024623777	0.04596211580799338	0.08581949639428027	0.02734375	p < 0.05	0.0546875	p = 0.05
0	V1	1	0.511374899430453	0.0428695762792765	0.3956921799458767	0.04029184107571393	0.11568271948457631	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	2	0.5264326807502314	0.04180906550193721	0.41018485860487913	0.04814173015214055	0.11624782214535229	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	3	0.5250665577189169	0.040119662122159686	0.42210613916296436	0.0461169295863965	0.1029604185559525	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	4	0.5113612692246633	0.042735252347695325	0.43612938063684475	0.048534313544046	0.07523188858781854	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	5	0.5264345985020891	0.03788310567392247	0.4536312641958978	0.044971659321201014	0.07280333430619129	0.0	p < 0.0001	0.0	p < 0.0001
0	V1	6	0.5141550504302681	0.03907204299112621	0.44700653239806054	0.04478487368995295	0.06714851803220756	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	7	0.4980398348010287	0.03580079953266291	0.4426144222061169	0.03939979870099687	0.055425412594911794	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V1	8	0.47231365706522543	0.03840453300837784	0.43708986188339327	0.04409242975196226	0.03522379518183216	0.02734375	p < 0.05	0.0546875	p = 0.05
0	V1	9	0.46195226352204355	0.03582029341290962	0.43396399163360155	0.04317149123281595	0.027988271888441996	0.02734375	p < 0.05	0.0546875	p = 0.05
0	V2	0	0.3712903932082895	0.037541771649713375	0.2980493897229074	0.050089987699243	0.0732410034853821	0.01953125	p < 0.05	0.0390625	p < 0.05
0	V2	1	0.43475814069574115	0.03755319316838967	0.3221539915401882	0.04201785962977626	0.11260414915555295	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	2	0.42995524304264604	0.041638192194320425	0.3036953800717096	0.045352232014623135	0.12625986297093644	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	3	0.43279625717071224	0.027091248850464354	0.29595351511275825	0.03308755812142978	0.136842742057954	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	4	0.45135454981497786	0.041087234519745316	0.27942621734329104	0.036434137757804526	0.17192833247168682	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	5	0.4088013659946526	0.0384686871815769	0.2886059880976367	0.03685682380971939	0.1201953778970159	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	6	0.44175200831989964	0.039433489494946086	0.29593821741027126	0.040116332818042284	0.14581379090962837	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	7	0.4266562724696894	0.04331942986456831	0.29459807771985924	0.031958133208119834	0.13205819474983016	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V2	8	0.3935845386466218	0.04114799949067105	0.27682236692921497	0.030707781236758127	0.11676217171740683	0.0	p < 0.0001	0.0	p < 0.0001
0	V2	9	0.3654556078171608	0.039782656745213085	0.295574171708052	0.03780549508773943	0.0698814361091088	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	0	0.34306488465427987	0.032989544784616416	0.29765905080589206	0.06286824288385512	0.04540583384838781	0.109375	p = 0.11	0.21875	p = 0.22
0	V3	1	0.38515755754309855	0.03743172589256156	0.29919162911980374	0.05847768729311696	0.08596592842329481	0.01953125	p < 0.05	0.0390625	p < 0.05
0	V3	2	0.4005408825129395	0.034288744727775676	0.3111701023283032	0.0629845622719857	0.08937078018463629	0.046875	p < 0.05	0.09375	p = 0.09
0	V3	3	0.4346227392763279	0.03455841842078392	0.29270174423891904	0.051873490525338885	0.14192099503740885	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	4	0.46175105464286614	0.04430849806049971	0.2954678319675631	0.05201460640337279	0.16628322267530304	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3	5	0.44379720590897576	0.04497582296386976	0.2785741652843807	0.04397296798015076	0.16522304062459503	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3	6	0.42679478201630494	0.04517448381661265	0.2679721754924069	0.04186724402500643	0.158822606523898	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	7	0.43202507451049726	0.05200554528079308	0.2668865136412155	0.04262397293021583	0.16513856086928175	0.0	p < 0.0001	0.0	p < 0.0001
0	V3	8	0.40997393696942114	0.04625254118782083	0.26125122400673356	0.037105542715982945	0.14872271296268758	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3	9	0.3821835728043578	0.053396415681388004	0.26012692045229574	0.039203218130874615	0.12205665235206203	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	0	0.3662753756808373	0.036022143753135026	0.34346515296997354	0.037998007743164065	0.022810222710863748	0.203125	p = 0.20	0.40625	p = 0.41
0	V3AB	1	0.36728043894714085	0.033190460285798154	0.3194041126702353	0.031738861919927	0.04787632627690558	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3AB	2	0.3893272388230866	0.027420025338436644	0.3350411176956194	0.03637020803792464	0.054286121127467224	0.01953125	p < 0.05	0.0390625	p < 0.05
0	V3AB	3	0.4073945064208555	0.030096385454460042	0.3295761581478739	0.037945688570495496	0.07781834827298162	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3AB	4	0.427883383995627	0.03017093680637387	0.3243060677997698	0.03810248388491734	0.1035773161958572	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	5	0.4270791088983097	0.028772171409365173	0.30585004323023074	0.03920122131177313	0.12122906566807895	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	6	0.4333444954028455	0.026961656989513895	0.28345552045894284	0.03537633309210048	0.14988897494390263	0.0078125	p < 0.01	0.015625	p < 0.05
0	V3AB	7	0.4331887614845381	0.025719630752123728	0.27065632076314367	0.027131369962682735	0.16253244072139444	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	8	0.43145118927453435	0.026526112229297773	0.25845121209387345	0.029229122021269836	0.1729999771806609	0.00390625	p < 0.01	0.0078125	p < 0.01
0	V3AB	9	0.4160210094701625	0.03046474455209921	0.23328913299250115	0.027636347322552553	0.18273187647766137	0.00390625	p < 0.01	0.0078125	p < 0.01
0	hMT+	0	0.35685246395982384	0.04236204069761306	0.35316911812337026	0.03341258924239074	0.0036833458364535776	0.44140625	p = 0.44	0.8828125	p = 0.88
0	hMT+	1	0.3591565281076309	0.03144217359444217	0.3339747964682641	0.03290704979729102	0.025181731639366767	0.140625	p = 0.14	0.28125	p = 0.28
0	hMT+	2	0.3777807035438622	0.036786354814482995	0.3550407045886933	0.03145723078184531	0.022739998955168872	0.14453125	p = 0.14	0.2890625	p = 0.29
0	hMT+	3	0.39443629152310694	0.03513400917942144	0.3472805388501122	0.03923250230955043	0.047155752672994766	0.04296875	p < 0.05	0.0859375	p = 0.09
0	hMT+	4	0.38821863753363217	0.034538427061045325	0.34120682162585336	0.03462362062457107	0.04701181590777881	0.0234375	p < 0.05	0.046875	p < 0.05
0	hMT+	5	0.38762523397844717	0.04054214535260906	0.32528425901246866	0.036964978015576334	0.06234097496597851	0.0	p < 0.0001	0.0	p < 0.0001
0	hMT+	6	0.38905046000122645	0.039173631490694256	0.30065321022654123	0.03805284653265584	0.08839724977468522	0.00390625	p < 0.01	0.0078125	p < 0.01
0	hMT+	7	0.37759400562206585	0.03899618355587701	0.29173606380972106	0.03553667934544252	0.0858579418123448	0.01171875	p < 0.05	0.0234375	p < 0.05
