ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	5.25	0.5	0.80625	0.006249999999999978
ecc2	1.0	2.0	5.65625	0.40625	0.7976190476190477	0.130952380952381
ecc3	2.0	3.0	5.6875	0.1875	0.7386363636363636	0.011363636363636354
ecc4	3.0	4.0	5.875	0.16666666666666696	0.7320574162679425	0.0047846889952152805
