ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	2.25	5.8046875	0.887295035751215	0.8919950738916257	0.03651645701233827
ecc2	2.25	4.5	6.1640625	0.713764981782344	0.8101908866995073	0.05631859541966079
ecc3	4.5	6.75	6.25	0.44300112866673363	0.6882440476190477	0.10432333032044967
ecc4	6.75	9.0	6.515625	0.20432338797846908	0.668065268065268	0.06299660483169292
