trial	perf_run1	perf_run2	perf_run3	perf_run4	perf_mean	perf_std	stair_run1	stair_run2	stair_run3	stair_run4	stair_mean	stair_std
1	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
2	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
3	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
4	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
5	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
6	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
7	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
8	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
9	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
10	NaN	NaN	NaN	NaN	NaN	NaN	9	5	2	5	5.25	2.48746859276655
11	NaN	NaN	NaN	NaN	NaN	NaN	9	6	2	5	5.5	2.5
12	1.0	0.0	NaN	1.0	0.6666666666666666	0.4714045207910317	9	7	2	6	6.0	2.5495097567963922
13	1.0	0.0	1.0	0.5	0.625	0.414578098794425	8	7	2	6	5.75	2.277608394786075
14	1.0	0.3333333333333333	1.0	0.6666666666666666	0.7499999999999999	0.27638539919628335	8	7	2	6	5.75	2.277608394786075
15	1.0	0.5	1.0	0.75	0.8125	0.2072890493972125	8	6	2	5	5.25	2.165063509461097
16	1.0	0.6	1.0	0.8	0.8500000000000001	0.16583123951777	7	6	2	5	5.0	1.8708286933869707
17	1.0	0.6666666666666666	1.0	0.8333333333333334	0.875	0.13819269959814168	7	6	3	5	5.25	1.479019945774904
18	1.0	0.7142857142857143	0.8	0.8571428571428571	0.8428571428571429	0.10400156984686452	7	5	3	5	5.0	1.4142135623730951
19	1.0	0.75	0.8333333333333334	0.8571428571428571	0.8601190476190477	0.09002668727532245	6	5	4	4	4.75	0.82915619758885
20	1.0	0.7777777777777778	0.7142857142857143	0.875	0.841765873015873	0.10780562756750213	6	5	4	5	5.0	0.7071067811865476
21	1.0	0.8	0.75	0.7777777777777778	0.8319444444444444	0.09863067098656107	6	6	4	5	5.25	0.82915619758885
22	1.0	0.7272727272727273	0.7777777777777778	0.8	0.8262626262626263	0.10371135570177378	5	6	3	6	5.0	1.224744871391589
23	1.0	0.75	0.8	0.7272727272727273	0.8193181818181818	0.1075830930064127	5	6	4	6	5.25	0.82915619758885
24	1.0	0.7692307692307693	0.7272727272727273	0.75	0.8116258741258742	0.1097672058992514	5	5	5	6	5.25	0.4330127018922193
25	1.0	0.7857142857142857	0.6666666666666666	0.7692307692307693	0.8054029304029303	0.12125576104334733	6	5	5	5	5.25	0.4330127018922193
26	0.9333333333333333	0.8	0.6923076923076923	0.7857142857142857	0.8028388278388279	0.08594657755334342	7	6	5	5	5.75	0.82915619758885
27	0.875	0.75	0.7142857142857143	0.8	0.7848214285714286	0.06031248347784483	7	6	4	5	5.5	1.118033988749895
28	0.8823529411764706	0.7647058823529411	0.7333333333333333	0.8125	0.7982230392156863	0.0561599184179165	7	6	4	4	5.25	1.299038105676658
29	0.8888888888888888	0.7777777777777778	0.75	0.8235294117647058	0.8100490196078431	0.05254703551598527	6	7	4	5	5.5	1.118033988749895
30	0.8947368421052632	0.7368421052631579	0.7647058823529411	0.7777777777777778	0.793515651874785	0.060281223731378286	6	7	3	5	5.25	1.479019945774904
31	0.9	0.75	0.7777777777777778	0.7894736842105263	0.8043128654970759	0.0570750104016856	6	7	3	5	5.25	1.479019945774904
32	0.9047619047619048	0.7619047619047619	0.7894736842105263	0.8	0.8140350877192981	0.05419679978979715	5	6	4	4	4.75	0.82915619758885
33	0.9090909090909091	0.7727272727272727	0.75	0.8095238095238095	0.8103354978354977	0.06084414718152649	6	6	5	4	5.25	0.82915619758885
