ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	2.25	8.59375	0.8370684522486797	0.9246570263255469	0.03862018132118487
ecc2	2.25	4.5	8.6875	0.6867894054948722	0.8119050101965146	0.0572670645946034
ecc3	4.5	6.75	9.15	0.4596194077712559	0.6092105263157894	0.17047981009776356
ecc4	6.75	9.0	8.84375	0.84375	0.7054029304029305	0.10113352614851254
