ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	6.90625	0.84375	0.8166666666666667	0.016666666666666663
ecc2	1.0	2.0	7.125	0.9375	0.8131868131868132	0.04395604395604391
ecc3	2.0	3.0	7.0625	0.9375	0.9615384615384616	0.038461538461538436
ecc4	3.0	4.0	7.104166666666666	0.8958333333333335	0.7083333333333333	0.041666666666666685
