ecc_num	ecc_range_min	ecc_range_max	ecc_stair_mean	ecc_stair_std	ecc_perf_mean	ecc_perf_std
ecc1	0.0	1.0	5.5	0.625	0.9330357142857143	0.004464285714285698
ecc2	1.0	2.0	5.625	0.8125	0.8541666666666667	0.020833333333333315
ecc3	2.0	3.0	5.90625	0.53125	0.7238095238095238	0.00952380952380949
ecc4	3.0	4.0	5.895833333333334	0.22916666666666652	0.7228260869565217	0.02717391304347827
